id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
4368297,"Joli appartement, vue magnifique (minimum 3 nuits)",21011076,Patricia,Aigle,Leysin,46.34472,7.01658,Entire home/apt,88,2,73,2024-02-25,0.66,1,321,6,
4368702,House for 8-10 with swimming pool in Lausanne,3927272,Pierre,Lausanne,Lausanne,46.52373,6.6596,Entire home/apt,,5,1,2014-12-26,0.01,1,0,0,
4433901,"Arzier House, Alps View, 30min to Geneva/Lausanne",1781307,Nicolas,Nyon,Arzier-Le Muids,46.45727,6.2031,Entire home/apt,175,10,14,2023-10-25,0.14,1,316,2,
4461295,Full apartment 30m2  for your own,3839987,Alexandre,Riviera-Pays-d'Enhaut,Chardonne,46.47762,6.82656,Entire home/apt,42,10,21,2023-07-11,0.19,1,103,1,
4462405,Charmant appart 3 pièces,21650900,Nicola,Riviera-Pays-d'Enhaut,Vevey,46.46615,6.84352,Entire home/apt,,1,3,2016-07-26,0.03,1,0,0,
4555195,Chalet Gryon - vue spectaculaire,23608141,Juana Maria,Aigle,Gryon,46.28778,7.08292,Entire home/apt,,4,13,2020-02-09,0.12,1,0,0,
4665909,High Mountain Chalet - Great Views!,2770598,Moriya,Riviera-Pays-d'Enhaut,Château-d'Oex,46.47676,7.12903,Entire home/apt,453,3,4,2022-01-02,0.04,29,302,0,
4712590,120m2-modern/view -Ouchy/ Lausanne,24351894,Hubert,Lausanne,Lausanne,46.51605,6.60746,Entire home/apt,166,60,20,2016-02-23,0.18,1,226,0,
4740243,Home Away From Home in Switzerland! Modern & Cozy,662015,Chantal,Aigle,Villeneuve (Vaud),46.39515,6.92466,Entire home/apt,400,2,35,2023-09-29,0.55,1,205,7,
4765006,"Dans la nature, proche de la Ville et des plages !",24584460,Markus,Jura-Nord vaudois,Yverdon-les-Bains,46.77389,6.66003,Entire home/apt,101,7,17,2023-08-13,0.17,1,304,5,
4771004,ELEGANT AND COMFORTABLE CHALET,21521753,Nadja,Riviera-Pays-d'Enhaut,Rougemont,46.49023,7.21298,Entire home/apt,429,3,0,,,1,348,0,
4790124,"Bel appart, 2 chambres, tout meublé",21715778,Philippe,Riviera-Pays-d'Enhaut,La Tour-de-Peilz,46.45287,6.85529,Entire home/apt,,10,4,2019-08-01,0.04,1,0,0,
4822509,2 bedroom and 2 bathroom apartment,10368679,Bart,Aigle,Leysin,46.35253,7.02245,Entire home/apt,,7,0,,,1,0,0,
4843240,Monthly Room Rental (w/ private bathroom),4521561,Jo,Lausanne,Lausanne,46.51814,6.65081,Private room,,28,7,2016-10-30,0.06,3,0,0,
4863670,Nice flat with view lake/mountains,8965609,Claudia,Lavaux-Oron,Pully,46.51009,6.66048,Entire home/apt,,5,0,,,1,0,0,
4900688,"Nice & Neat, in the Neighbourhood",3450074,Sandra,Lausanne,Lausanne,46.51517,6.61724,Entire home/apt,,2,2,2015-03-01,0.02,1,0,0,
4951936,Beautiful House with Pool,25525865,Marie-France,Riviera-Pays-d'Enhaut,Corseaux,46.47308,6.82743,Entire home/apt,,7,5,2016-08-14,0.05,1,0,0,
4955410,studio meublé au coeur de Lausanne,11619881,Christopher,Lausanne,Lausanne,46.51541,6.63748,Entire home/apt,,3,3,2017-03-31,0.03,1,0,0,
4973054,Chalet La Chaumière,25636748,Olivier,Aigle,Bex,46.27136,7.05232,Entire home/apt,170,7,12,2023-02-26,0.11,1,167,0,
5023983,Charming Swiss Mountain Apartment,17829646,Marcel,Riviera-Pays-d'Enhaut,Château-d'Oex,46.47216,7.1188,Entire home/apt,,5,32,2024-02-18,0.29,1,0,1,
5076688,Alp Sunrise - Top View Cozy Chalet,2770598,Moriya,Riviera-Pays-d'Enhaut,Rougemont,46.49197,7.20658,Entire home/apt,464,3,20,2022-03-06,0.18,29,365,0,
5091206,House countryside in vines lakeview,9311667,Anthony,Nyon,Tartegnin,46.4681,6.31371,Entire home/apt,263,4,0,,,1,363,0,
5108203,"La Petite Maison, un belvédère sur le Léman",26302035,Huguette,Morges,Echichens,46.52702,6.50256,Entire home/apt,110,3,83,2023-08-19,0.76,3,112,7,
5120953,39 - Magnifique chambre indépendante,26466415,Pierre,Lausanne,Lausanne,46.56257,6.69866,Private room,53,3,10,2020-03-31,0.09,10,68,0,
5158112,The Alps Wonder Chalet,2770598,Moriya,Riviera-Pays-d'Enhaut,Rougemont,46.49483,7.22732,Entire home/apt,569,3,6,2021-05-05,0.06,29,302,0,
5166327,Chambres d'hôtes,26725024,Claire-Lise,Jura-Nord vaudois,Sainte-Croix,46.83708,6.50789,Private room,50,1,147,2023-10-02,1.36,1,354,8,
5200254,Double room in Lausanne,26901177,Isabelle,Ouest lausannois,Chavannes-près-Renens,46.52591,6.57258,Private room,,1,4,2016-01-15,0.04,1,0,0,
5210816,Appartement de 4 pc,9366506,Emilie,Jura-Nord vaudois,Sergey,46.74996,6.49934,Entire home/apt,,1,0,,,1,0,0,
5227160,Magnifique vue Lac Léman et Alpes,16987609,Arnaud,Morges,Yens,46.52015,6.41758,Entire home/apt,150,2,29,2023-10-29,0.26,1,344,2,
5231575,Charming apartment in Villars,9628518,Lesley,Aigle,Ollon,46.30233,7.0475,Entire home/apt,,6,107,2023-08-10,1.00,1,0,8,
5246376,Au coeur de Cully (Lavaux UNESCO),247720,Gilliane & Nicolas,Lavaux-Oron,Bourg-en-Lavaux,46.48813,6.73145,Private room,,1,52,2019-08-19,0.57,1,0,0,
5284435,Swiss Chalet - Stunning view,27359659,Lucinda,Riviera-Pays-d'Enhaut,Château-d'Oex,46.47164,7.11983,Entire home/apt,350,2,86,2023-10-04,0.82,1,204,8,
5286306,Appartement meublé de 6.5 pièces,27006430,Carine,Ouest lausannois,Renens (Vaud),46.53778,6.59302,Entire home/apt,,365,0,,,1,0,0,
5294229,"Ground floor, 110 m2, 3 BD+2Bath+terrace+garden",14764192,Pascal,Aigle,Ormont-Dessus,46.34949,7.17192,Entire home/apt,,3,0,,,1,0,0,
5336510,Founex-next to Geneva and Nyon,27656065,Marina,Nyon,Founex,46.33179,6.19321,Entire home/apt,,7,0,,,1,0,0,
5376946,Chalet in Swiss Alps,27875651,Marco,Aigle,Gryon,46.27883,7.07177,Entire home/apt,429,2,98,2024-03-01,1.46,1,244,25,
5379642,"Chambre d'hôtes BnB ""Le Haut des Vignes"" no 2",12016769,Jocelyne,Lavaux-Oron,Lutry,46.51177,6.69195,Private room,140,1,19,2022-02-21,0.18,5,68,0,
5379767,"Chambre d'hôtes BnB ""Le Haut des Vignes"" no 3",12016769,Jocelyne,Lavaux-Oron,Lutry,46.51315,6.69241,Private room,130,1,0,,,5,68,0,
5379866,"Chambre d'hôtes BnB ""Le Haut des Vignes"" no 4",12016769,Jocelyne,Lavaux-Oron,Lutry,46.51345,6.69131,Private room,150,1,2,2016-10-16,0.02,5,68,0,
5391181,"Appartement avec une vue magnifique, proche du lac",5363625,Jacques,Lavaux-Oron,Lutry,46.51114,6.67992,Entire home/apt,,7,0,,,1,0,0,
5431684,Jolie maisonnette à Lausanne,1300648,Laurence,Lausanne,Lausanne,46.53555,6.63258,Entire home/apt,,5,15,2017-10-03,0.17,1,0,0,
5436536,Charming apartment @ the Swiss Alps,28203810,Willemijn,Aigle,Ollon,46.29717,7.05544,Entire home/apt,198,7,23,2024-02-17,0.22,1,343,1,
5484594,Bel appartement à la ferme,24923618,Pierre-Alain,Jura-Nord vaudois,Mauborget,46.85643,6.61538,Entire home/apt,65,1,0,,,1,365,0,
5503470,Charming loft in Lausanne centre,6526181,Sylvain,Lausanne,Lausanne,46.52523,6.62355,Entire home/apt,,3,0,,,1,0,0,
5665758,Beau duplex avec terrasse et jardin,29372330,Virginie,Lausanne,Lausanne,46.52182,6.64055,Entire home/apt,,1,0,,,1,0,0,
5675514,Spacious flat in Lausanne,28758745,Eveliina,Lausanne,Epalinges,46.55289,6.68491,Entire home/apt,,7,4,2020-07-25,0.04,1,0,0,
5687218,Beautiful apartment near Lake Geneva,29489283,Paola,Riviera-Pays-d'Enhaut,Montreux,46.44294,6.88056,Entire home/apt,163,1,160,2023-08-15,1.62,5,0,2,
5725208,"2 pièce et demi très spacieux, 55m2",29683953,Gordana,Ouest lausannois,Prilly,46.52921,6.60094,Entire home/apt,,2,14,2020-08-24,0.15,1,0,0,
5732112,Nice apartment of 1.5 rooms,29721931,Fabrice,Morges,Bussy-Chardonney,46.52807,6.44427,Entire home/apt,105,3,49,2022-07-24,0.46,1,99,0,
5754160,Monthly flatsharing (furnished w/private bathroom),4521561,Jo,Lausanne,Lausanne,46.51863,6.65071,Private room,,28,4,2019-09-01,0.04,3,0,0,
5763601,Latitude MM - Gîte – Romainmôtier,29904048,Martial & Muriel,Jura-Nord vaudois,Romainmôtier-Envy,46.69543,6.46093,Entire home/apt,110,3,32,2023-07-31,0.30,1,40,1,
5767519,Comfort cosy Ap /View lake /Private garden /2-4 p.,29918777,Sonia,Lausanne,Lausanne,46.52325,6.60037,Entire home/apt,130,4,14,2023-08-18,0.13,1,60,2,
5777028,Chambre dans logement de charme,29973582,Aurore,Jura-Nord vaudois,Valeyres-sous-Rances,46.75392,6.52719,Private room,,1,0,,,1,0,0,
5783934,Lovely duplex in Rougemont (Gstaad),30006196,Manuel Inger,Riviera-Pays-d'Enhaut,Rougemont,46.49041,7.20528,Entire home/apt,234,7,26,2024-02-25,0.28,1,318,6,
5819303,Ve-Magnifique chambre en pleine nature,26466415,Pierre,Lausanne,Lausanne,46.56259,6.70027,Private room,55,90,2,2016-10-24,0.02,10,68,0,
5819689,Petite chambre  avec jardin centre,29978437,Frederique,Lausanne,Lausanne,46.51417,6.64857,Private room,,30,98,2023-10-01,0.91,3,7,2,
5827979,Glion/Montreux Villa Gais Alpins,30253081,Albert,Riviera-Pays-d'Enhaut,Montreux,46.43528,6.93233,Entire home/apt,165,5,11,2022-08-26,0.11,1,267,0,
5855638,"Studio East - with garden, grill and pool",23708973,Anne & Manfred,Jura-Nord vaudois,Chavornay,46.70309,6.57155,Entire home/apt,80,30,6,2023-11-01,0.09,1,56,2,
5865609,Chambre pour voyageur Max 4 nuit,30399237,Lee,Jura-Nord vaudois,Giez,46.81546,6.61163,Private room,50,1,0,,,1,88,0,
5867803,Beautiful Traditional Chalet,30475452,Sebastian,Riviera-Pays-d'Enhaut,Rossinière,46.46665,7.08742,Entire home/apt,220,2,106,2024-01-28,1.06,1,204,16,
5868998,"Chalet Aisha in Corbeyrier, Genfersee/Waadt",30473683,Jean-Pierre,Aigle,Corbeyrier,46.34528,6.97577,Entire home/apt,130,4,6,2022-02-19,0.06,1,307,0,
5899583,"Charm & Design, Center of Lausanne",10063482,Christophe,Lausanne,Lausanne,46.51475,6.64566,Private room,70,10,56,2023-11-30,0.53,1,109,4,
5944573,Montreux Music BnB: friendliest in town!,237051,Lynn,Riviera-Pays-d'Enhaut,Montreux,46.43869,6.91223,Private room,110,2,145,2023-12-11,1.55,1,5,5,
6029247,Nice studio with a garden,27818997,Flavia,Ouest lausannois,Prilly,46.53905,6.59919,Entire home/apt,80,5,31,2024-02-16,0.29,1,210,4,
6034795,MiraLacLéman,31322586,Maria,Riviera-Pays-d'Enhaut,Montreux,46.44234,6.88784,Entire home/apt,,6,0,,,1,0,0,
6062774,"Family Room 65m2, Lutry",31468396,Le Rivage Appart-Hôtel,Lavaux-Oron,Lutry,46.502,6.69869,Private room,,1,1,2020-05-22,0.02,5,0,0,
6073398,Room with nice view in the city center,15843199,Alex,Lausanne,Lausanne,46.52224,6.64216,Private room,,1,16,2020-01-15,0.27,1,0,0,
6093817,Superbe loft au centre de Lausanne,13927613,Stéphane,Lausanne,Lausanne,46.52824,6.60445,Entire home/apt,192,1,167,2024-03-02,1.56,4,270,12,
6103647,Maison avec petit jardin,31668803,David,Lausanne,Lausanne,46.52918,6.63042,Private room,,1,0,,,1,0,0,
6125639,chambre à louer  Chez l’habitant,31774251,Emilienne,Lavaux-Oron,Puidoux,46.500272393753434,6.769811992623778,Private room,47,2,46,2023-04-14,0.48,1,277,2,
6139424,Small Room in Lausanne Center,25406615,Mathieu,Lausanne,Lausanne,46.52544,6.62503,Private room,,6666,21,2016-03-04,0.19,1,365,0,
6155300,Ancienne ferme,31930685,Raymond,Riviera-Pays-d'Enhaut,Corsier-sur-Vevey,46.49826,6.86798,Entire home/apt,,7,0,,,1,0,0,
6203571,"B&B ****  au pied du château Aigle, Switzerland",32175364,Roland,Aigle,Aigle,46.31499,6.9753,Entire home/apt,275,4,110,2024-02-24,1.03,1,290,9,
6211651,3 bedroom flat - amazing view,31543429,Claire,Riviera-Pays-d'Enhaut,Chardonne,46.48026,6.83919,Entire home/apt,170,2,72,2024-02-04,0.67,1,0,28,
6212785,Oase am Murtensee,4822055,Karin,Broye-Vully,Faoug,46.91199,7.08367,Entire home/apt,195,5,44,2022-09-17,0.41,1,216,0,
6243212,"Résid du Glacier, Les Diablerets",32411336,Anne-Marie,Aigle,Ormont-Dessus,46.34953,7.15802,Entire home/apt,168,7,5,2023-11-07,0.09,1,0,2,
6266377,Nice room near down town,29978437,Frederique,Lausanne,Lausanne,46.51538,6.64853,Private room,,30,52,2023-10-31,0.49,3,34,3,
6269643,Panorama unique sur le Lac Léman,23582275,Pascal,Nyon,Mont-sur-Rolle,46.47508,6.32799,Private room,135,1,128,2024-03-09,1.22,1,155,23,
6284257,Lovely Apartment & Big Terrace in the City Center,32666144,Valérie,Lausanne,Lausanne,46.51994,6.6376,Entire home/apt,,1,5,2016-02-28,0.05,1,0,0,
6293970,Face to the lake and the mountains,5730954,Odile Et Finn,Morges,Morges,46.51886,6.49452,Private room,49,4,32,2024-02-16,0.30,2,196,4,
6308691,Beautiful modern apartment (Geneva),32817903,Shaun,Nyon,Gland,46.42561,6.26367,Entire home/apt,,1,2,2015-08-29,0.02,1,0,0,
6324039,"Room in a mansion ""N°9",32909015,La Maison D'Igor,Morges,Morges,46.51501,6.50164,Private room,95,1,249,2024-02-27,2.41,2,325,73,
6371321,Charming home near Montreux,33199008,Annette,Riviera-Pays-d'Enhaut,Montreux,46.45988,6.92411,Entire home/apt,133,4,84,2023-12-12,0.79,1,246,7,
6375070,Séjour au bord du lac Léman,13236320,Marguerite-Marie,Ouest lausannois,Crissier,46.55073,6.58053,Entire home/apt,,2,0,,,1,0,0,
6433907,Spacious and sunny getaway,6391992,Willemina,Aigle,Ormont-Dessus,46.3513,7.15783,Entire home/apt,269,5,7,2023-04-03,0.07,1,342,1,
6478261,Bedroom with double bed,8623049,Zoé,Lausanne,Lausanne,46.51019,6.62691,Private room,,3,1,2015-06-11,0.01,1,0,0,
6481040,Modern Montreux 2 Bedroom Apartment - Lake View,7902763,Kate,Riviera-Pays-d'Enhaut,Montreux,46.43111,6.91416,Entire home/apt,150,50,106,2023-12-06,1.12,1,296,4,
6530625,"""La Rosière"" Luxury Chalet & Prime location",34157957,La Rosière,Aigle,Ollon,46.29863,7.05721,Entire home/apt,533,3,74,2024-02-24,0.70,1,281,4,
6537136,Appartement Le Castel 1 ***,34188142,Denis,Riviera-Pays-d'Enhaut,Château-d'Oex,46.47288,7.12706,Entire home/apt,,2,0,,,1,0,0,
6574826,Cosy Flat in the old town of St-Prex,5892833,Raphael,Morges,Saint-Prex,46.47868,6.46003,Private room,,1,15,2017-11-25,0.16,2,0,0,
6587740,A LOUER - Chambre à Lausanne,34458871,Sophie,Lausanne,Lausanne,46.53751,6.6572,Private room,,20,0,,,1,0,0,
6609071,Beautiful 2-bedroom Montreux Lake View Apartment,34164117,Liz,Riviera-Pays-d'Enhaut,Montreux,46.44111,6.89208,Entire home/apt,165,28,7,2020-08-08,0.08,1,200,0,
6609925,Chambre dans Villa individuelle,34586958,Roger,Gros-de-Vaud,Goumoëns,46.65998,6.60631,Private room,,1,8,2018-06-11,0.08,1,0,0,
6612965,Bel appartement jardin ville,29978437,Frederique,Lausanne,Lausanne,46.51617,6.64824,Entire home/apt,,3,83,2023-08-25,0.80,3,0,5,
6619302,nice Studio in Vevey city center,17630047,Nicola,Riviera-Pays-d'Enhaut,Vevey,46.46403,6.84334,Entire home/apt,100,6,71,2022-12-29,0.67,1,68,0,
6619594,Studio à la Riviera Vevey Montreux,33356523,Jasmine,Riviera-Pays-d'Enhaut,Jongny,46.48444,6.84784,Entire home/apt,102,2,45,2023-07-30,0.43,2,179,3,
6630697,Bel appart dans village typique !,34708292,Antoine,Riviera-Pays-d'Enhaut,Chardonne,46.47722,6.83166,Entire home/apt,,1,0,,,1,0,0,
6632870,Appartement in lakeside chalet,34718306,Luc,Morges,Saint-Prex,46.47904,6.45391,Entire home/apt,138,6,22,2023-10-27,0.21,1,0,1,
6635737,Cosy house close to Lausanne,26839867,Olivier,Morges,Lonay,46.52196,6.51312,Entire home/apt,,10,10,2016-08-13,0.10,1,0,0,
6652388,Apartment 80m2 top quality - St.George School area,34819417,Ludovic L.,Riviera-Pays-d'Enhaut,Montreux,46.44569,6.88934,Entire home/apt,,1,7,2016-07-10,0.07,1,358,0,
6667358,Nice appartment in the center,5652181,Elia,Lausanne,Lausanne,46.5276,6.63352,Entire home/apt,,3,2,2017-10-04,0.02,2,0,0,
6679437,Joli appartement au centre ville,34962268,Carolina,Lausanne,Lausanne,46.5321,6.61582,Entire home/apt,,1,1,2015-08-15,0.01,1,0,0,
6735295,lovely apartment front of the lac !,35273366,Xavier,Morges,Saint-Prex,46.47967,6.46032,Entire home/apt,,5,0,,,1,0,0,
6759124,Chambre Montreux Jazz festival,35268942,Robin,Riviera-Pays-d'Enhaut,Montreux,46.43459,6.91209,Private room,,1,18,2016-07-17,0.17,1,0,0,
6762013,Room in Prilly,13432402,Sarah,Ouest lausannois,Prilly,46.53407,6.60083,Private room,,4,1,2015-06-26,0.01,1,0,0,
6764419,2 beds apartment in the city center of Lausanne,17168273,Annabel,Lausanne,Lausanne,46.5101,6.63776,Entire home/apt,160,14,1,2022-12-05,0.06,11,38,0,
6772325,Cosy home between Geneva & Lausanne,35456532,Keld,Nyon,Essertines-sur-Rolle,46.47362,6.31798,Entire home/apt,,14,0,,,1,0,0,
6778651,Superbe vue sur les Dents du Midi,35485678,Severine,Aigle,Yvorne,46.32869,6.95979,Entire home/apt,,10,0,,,1,0,0,
6807070,Chalet 1800m  met auto bereikbaar vol orchideeën.,35616335,Leonie,Aigle,Ollon,46.32222,7.0737,Entire home/apt,274,3,6,2019-08-04,0.08,1,217,0,
6833568,Big room in Lausanne,35800969,Yowa,Ouest lausannois,Prilly,46.53159,6.59944,Private room,,1,0,,,1,0,0,
6834040,Villa breathtaking lake view hot tub,17108916,Mia,Lausanne,Epalinges,46.54221,6.66947,Entire home/apt,914,2,3,2020-07-26,0.07,1,180,0,
6840265,Entire apartment with marvelous view from balcony,35845201,Martina,Riviera-Pays-d'Enhaut,Montreux,46.44321,6.91142,Entire home/apt,180,5,68,2024-01-02,0.65,1,302,6,
6850362,Spacious 1 bed apartment 100m from the lake,17168273,Annabel,Morges,Morges,46.50436,6.48708,Entire home/apt,130,2,2,2024-01-27,0.05,11,221,1,
6860434,Cozy apartment w/ terrace in center,35950307,Martha,Lausanne,Lausanne,46.51613,6.64057,Entire home/apt,185,1,270,2023-10-22,2.58,1,279,25,
6906040,Au balcon d'Annie,35862223,Annie,Riviera-Pays-d'Enhaut,Montreux,46.44354,6.92503,Entire home/apt,230,2,158,2024-02-11,1.95,1,231,8,
6935187,Light and spacious family apartment with garden,5779192,Lizzie,Nyon,Eysins,46.38351,6.20841,Entire home/apt,214,7,2,2023-10-27,0.04,1,21,1,
6979579,Apt w/ view on the Lake + terrace,16242264,Jean-Baptiste,Riviera-Pays-d'Enhaut,Montreux,46.44128,6.8941,Entire home/apt,,3,7,2016-07-18,0.07,1,0,0,
6986164,Marché de Noёl apartment. AMAZING view,36230452,Anouk,Riviera-Pays-d'Enhaut,Montreux,46.43772,6.90986,Entire home/apt,,2,0,,,1,0,0,
6989445,Charmant petit appartement,4402442,Kiwii,Lausanne,Lausanne,46.51906,6.63436,Entire home/apt,93,2,151,2024-03-02,1.46,1,102,43,
6994599,Chalet familial au Col des Mosses à 1500m,36675052,Iohannès,Aigle,Ormont-Dessous,46.39809,7.10644,Entire home/apt,286,7,21,2024-02-24,0.24,2,164,2,
7042552,Chailly Room,36929184,David A.,Lausanne,Lausanne,46.5229,6.65547,Private room,,1,26,2020-06-26,0.32,1,0,0,
7043191,Chez Pitt,32076996,Didgé,Riviera-Pays-d'Enhaut,Vevey,46.4678,6.84261,Private room,,1,3,2016-06-11,0.03,1,0,0,
7044874,Lovely big fully equiped flat with balconies,6956221,Julia,Lausanne,Lausanne,46.52593,6.613,Private room,,7,5,2015-10-09,0.05,3,0,0,
7070617,Villa chaleureuse avec vue sublime,37071754,Malika,Lavaux-Oron,Lutry,46.51522,6.70501,Private room,150,1,2,2022-04-17,0.04,1,365,0,
7103856,Petites fugues en Plein-Ciel,37221333,François,Aigle,Leysin,46.34423,7.01788,Entire home/apt,120,6,20,2024-01-02,0.20,1,363,1,
7121070,Charmant studio au calme,37301844,Nathalie,Aigle,Leysin,46.35247,7.02096,Entire home/apt,65,3,65,2024-03-02,0.62,1,267,14,
7124309,1 bedroom flat (80m2) for 1 or 2 pax,18188715,Emile,Lausanne,Lausanne,46.51711,6.64822,Entire home/apt,,3,0,,,1,0,0,
7165771,Studio Lausanne centre,36972902,Camille,Lausanne,Lausanne,46.52446,6.62416,Entire home/apt,,3,6,2016-06-11,0.06,1,0,0,
7187892,Charming room in Lausanne center,17495532,Elise,Lausanne,Lausanne,46.52082,6.63694,Private room,,2,4,2015-11-01,0.04,1,0,0,
7228935,LOCATION LOCATION LOCATION,26722668,Suzanne,Morges,Morges,46.50905,6.50048,Private room,,1,0,,,1,0,0,
7276683,"La Griotte, Mountain Chalet -Room 1 - Family room",38099150,Rita,Aigle,Ollon,46.30018,7.04243,Private room,136,2,0,,,5,114,0,
7288352,Home sweet home,38163709,Lorella,Ouest lausannois,Renens (Vaud),46.53256,6.58196,Private room,,2,35,2023-08-07,0.33,2,0,2,
7294288,Charmant appartement avec jardin,38205441,Cosette,Lausanne,Lausanne,46.5112,6.63122,Entire home/apt,180,10,1,2019-01-05,0.02,2,86,0,
7297020,Wohnen mit Blick auf den Murtensee,10496364,Eva,Broye-Vully,Vully-les-Lacs,46.92349,7.02117,Entire home/apt,165,2,25,2023-03-19,0.24,5,331,1,
7318566,Quiet and Charming flat in Lausanne,38338946,Sophie,Lausanne,Lausanne,46.52817,6.61733,Entire home/apt,,3,18,2019-01-06,0.17,1,0,0,
7344287,Countryside apartment,20896573,Simon & Lara-Florine,Lavaux-Oron,Maracon,46.56266,6.89072,Entire home/apt,,7,2,2020-08-09,0.02,1,0,0,
7360228,"Chalet calme, vue exceptionnelle",9853172,Anne,Aigle,Gryon,46.28193,7.08407,Entire home/apt,,6,0,,,1,0,0,
7375144,Modern little triplex,7101426,Anja,Ouest lausannois,Prilly,46.53412,6.59875,Private room,,2,7,2016-10-31,0.07,1,0,0,
7397945,"Beau duplex, Vevey, riviera suisse",8754414,Joelle,Riviera-Pays-d'Enhaut,Vevey,46.46659,6.84472,Entire home/apt,270,2,21,2023-08-13,0.20,1,130,3,
7422836,"Magie du Léman, Chambre lit King-Size vue sur lac",38884467,Marina Et Roberto,Riviera-Pays-d'Enhaut,Blonay,46.46774,6.90026,Hotel room,,1,2,2023-09-03,0.03,2,226,1,
7430232,Bel Appartement Lausanne centre,33143317,Lauriane,Lausanne,Lausanne,46.52355,6.62509,Entire home/apt,,5,8,2017-10-15,0.08,1,0,0,
7443115,Perfect Flat near Train Station,10831914,Leyla,Lausanne,Lausanne,46.5174,6.62849,Entire home/apt,,1,0,,,1,0,0,
7446464,Prox. centre vue sur lac,39000806,Benjamin,Lausanne,Lausanne,46.52731,6.61705,Entire home/apt,,1,1,2015-08-15,0.01,1,0,0,
7472019,Room in center of Lausanne,39133058,Jolhan,Lausanne,Lausanne,46.52074,6.63879,Private room,45,24,8,2015-09-18,0.08,1,68,0,
7487300,Appartement entièrement privatif  5 pc à Aubonne,13398746,Veronique,Morges,Aubonne,46.49211,6.38889,Entire home/apt,149,15,1,2022-01-03,0.04,11,52,0,
7488665,La Ferme de la Praz - Home with a view,39220238,LaFerme,Jura-Nord vaudois,La Praz,46.66592,6.42651,Private room,165,1,14,2023-09-07,0.17,1,165,1,
7497221,Lutry Lac : Petite maison indépendante,32443456,Carole,Lavaux-Oron,Lutry,46.50074,6.69071,Entire home/apt,150,3,76,2024-02-05,0.72,2,167,20,
7508801,2 pièces Queen vue lac privatif,13398746,Veronique,Lavaux-Oron,Lutry,46.51439,6.68694,Entire home/apt,125,7,9,2023-11-04,0.27,11,75,2,
7515773,Cosy room with ensuite private bathroom,39376433,Tanya,Nyon,Chavannes-de-Bogis,46.33557,6.16278,Private room,61,1,33,2023-07-29,0.40,2,111,3,
7529174,Studio dans Villa,39456285,Gregor,Lausanne,Epalinges,46.54563,6.66972,Private room,,1,5,2019-04-30,0.05,1,0,0,
